file	first	a_rc	a_ms	a_verdict	a_total_ms	b_rc	b_ms	b_verdict	b_total_ms	b_warm_build	b_warm_checks	b_warm_declines	b_warm_cold_restarts	a_cold_builds	b_cold_builds	status
QF_LRA/meti-tarski/sin/problem/7/sin-problem-7-chunk-0004.smt2	A	0	107	sat	0	0	106	sat	0	off	0	0	0	0	0	sat
QF_LRA/2019-ezsmt/robotics/1_4.smt2	B	0	107	unsat	1	0	107	unsat	1	off	0	0	0	0	0	unknown
QF_LRA/LassoRanker/SV-COMP/TelAviv-Amir-Minimum_true-termination.c_Iteration1_Loop_4-pieceTemplate.smt2	A	0	25129	unknown		0	25130	unknown								sat
QF_LRA/miplib/danoint-266.smt2	B	0	24129	unknown	24041	0	24127	unknown	24046	built	396	0	0	43	0	sat
QF_LRA/spider_benchmarks/no_op_accs.base.smt2	A	0	1308	unsat	1291	0	1308	unsat	1266	off	0	0	0	0	0	unsat
QF_LRA/meti-tarski/sin/problem/7/weak/sin-problem-7-weak-chunk-0046.smt2	B	0	107	sat	4	0	108	sat	4	off	0	0	0	0	0	sat
QF_LRA/meti-tarski/sin/problem/7/weak2/sin-problem-7-weak2-chunk-0014.smt2	A	0	107	unsat	4	0	106	unsat	3	off	0	0	0	0	0	unsat
QF_LRA/LassoRanker/SV-COMP/NoriSharma-2013FSE-Fig8_true-termination.c_Iteration1_Loop_5-phaseTemplate.smt2	B	0	24224	unknown	24123	0	24228	unknown	24149	built	244	1	0	171	0	unsat
QF_LRA/sal/gasburner/gasburner-prop3-2.smt2	A	0	106	unsat	20	0	107	unsat	21	off	0	0	0	0	0	unsat
QF_LRA/sal/gasburner/gasburner-prop3-9.smt2	B	0	607	unsat	551	0	606	unsat	549	off	0	0	0	0	0	unsat
QF_LRA/meti-tarski/polypaver/bench-exp-3d/polypaver-bench-exp-3d-chunk-0097.smt2	A	0	107	unsat	5	0	107	unsat	5	off	0	0	0	0	0	unsat
QF_LRA/meti-tarski/sin/problem/7/weak2/sin-problem-7-weak2-chunk-0028.smt2	B	0	106	sat	3	0	106	sat	3	off	0	0	0	0	0	sat
QF_LRA/LassoRanker/CooperatingT2/elmhes.c.i.elmhes.pl.t2.fixed.t2.c_Iteration5_Loop_6-phaseTemplate.smt2	A	0	24327	unknown	24165	0	24529	unknown	24389	built	98	1	0	72	0	sat
QF_LRA/LassoRanker/SV-COMP/LeeJonesBen-Amram-2001POPL-Ex5_true-termination.c_Iteration2_Lasso_3-pieceTemplate.smt2	B	0	24129	unknown	24076	0	24229	unknown	24083	built	181	1	0	137	0	unsat
QF_LRA/latendresse/ecoliMILPglycerolYices3-50000.smt2	A	0	11217	sat	11131	0	24228	unknown	24116	built	27	1	0	28	0	sat
QF_LRA/sc/sc-35.base.cvc.smt2	B	0	24127	unknown	24040	0	24129	unknown	24040	built	983	1	0	846	0	unsat
QF_LRA/meti-tarski/atan/problem/2/weak2/atan-problem-2-weak2-chunk-0106.smt2	A	0	107	unsat	3	0	107	unsat	3	off	0	0	0	0	0	unsat
QF_LRA/LassoRanker/Ultimate/Gcd.bpl_Iteration1_Lasso_7-phaseTemplate.smt2	B	0	24129	unknown	24056	0	24230	unknown	24123	built	175	1	0	106	0	sat
QF_LRA/miplib/pp08a-7349.smt2	A	0	24128	unknown	24024	0	24129	unknown	24028	off	0	0	0	0	0	unsat
QF_LRA/meti-tarski/polypaver/bench-exp-3d/polypaver-bench-exp-3d-chunk-0144.smt2	B	0	106	sat	0	0	107	sat	0	off	0	0	0	0	0	sat
QF_LRA/meti-tarski/atan/problem/2/weak2/atan-problem-2-weak2-chunk-0127.smt2	A	0	107	sat	0	0	106	sat	0	off	0	0	0	0	0	sat
QF_LRA/meti-tarski/sqrt/1mcosq/8/sqrt-1mcosq-8-chunk-0010.smt2	B	0	107	sat	3	0	107	sat	3	off	0	0	0	0	0	sat
QF_LRA/LassoRanker/SV-COMP/KroeningSharyginaTsitovichWintersteiger-2010CAV-Fig1_true-termination.c_Iteration1_Lasso_3-pieceTemplate.smt2	A	0	25128	unknown		0	25131	unknown								unsat
QF_LRA/LassoRanker/CooperatingT2/sas2.t2.c_Iteration3_Lasso_5-phaseTemplate.smt2	B	0	24231	unknown	24132	0	24330	unknown	24178	built	110	1	0	83	0	sat
QF_LRA/LassoRanker/SV-COMP/CookSeeZuleger-2013TACAS-Fig3_true-termination.c_Iteration1_Loop_4-pieceTemplate.smt2	A	0	24631	unknown	24337	0	25134	unknown						13		unsat
QF_LRA/LassoRanker/Ultimate/Collatz.bpl_Iteration1_Loop_6-phaseTemplate.smt2	B	0	25129	unknown		0	25131	unknown								unsat
QF_LRA/meti-tarski/sqrt/1mcosq/7/sqrt-1mcosq-7-chunk-0008.smt2	A	0	107	sat	0	0	107	sat	0	off	0	0	0	0	0	sat
QF_LRA/TM/p5-driverlogNumeric_s9.smt2	B	0	307	unsat	218	0	307	unsat	217	off	0	0	0	0	0	unsat
QF_LRA/meti-tarski/sqrt/1mcosq/8/sqrt-1mcosq-8-chunk-0417.smt2	A	0	107	sat	4	0	107	sat	4	off	0	0	0	0	0	sat
QF_LRA/sc/sc-29.base.cvc.smt2	B	0	24130	unknown	24032	0	24127	unknown	24033	built	1026	1	0	1009	0	unsat
QF_LRA/TM/p-driverlogNumeric_s7.smt2	A	0	106	sat	87	0	107	sat	86	off	0	0	0	0	0	sat
