file	A	B	A_ms	B_ms	first
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateContainsAll.jar-obl-11__terminationS_0_0.smt2	unknown	unknown	24530	24429	A
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__mirrorInterv_rec.jar-obl-8__p10955_edge_closing_0.smt2	sat	sat	11319	11219	B
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Test13Loops.jar-obl-10__p12737_edge_closing_0.smt2	sat	sat	10920	11020	A
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-middle.jar-obl-8__p14206_terminationG_0.smt2	sat	sat	12020	11820	B
QF_NIA/20170427-VeryMax/ITS/From_T2__agafp.t2_fixed__terminationS_0_0.smt2	unknown	unknown	24430	24328	A
QF_NIA/20170427-VeryMax/ITS/From_T2__broydn.c.i.broydn.pl.t2.fixed.t2__term_unfeasibility_3_0.smt2	sat	sat	11418	11319	B
QF_NIA/20170427-VeryMax/ITS/From_T2__db2.t2_fixed__terminationS_29_0.smt2	unknown	unknown	24830	24429	A
QF_NIA/20170427-VeryMax/ITS/From_T2__efegp.t2__p21963_edge_closing_0.smt2	sat	sat	11019	10919	B
QF_NIA/20170427-VeryMax/ITS/From_T2__ex36.t2__p28763_safety_0.smt2	sat	sat	10820	10818	A
QF_NIA/20170427-VeryMax/ITS/From_T2__firewire.t2__terminationS_13_0.smt2	unknown	unknown	11420	11422	B
QF_NIA/20170427-VeryMax/ITS/From_T2__fun7.t2__p1152_terminationG_0.smt2	unknown	unknown	24331	24531	A
QF_NIA/20170427-VeryMax/ITS/From_T2__hqr.c.i.hqr.pl.t2.nor.t2.rlgfixed.t2_fixed__terminationS_45_0.smt2	unknown	unknown	24232	24432	B
QF_NIA/20170427-VeryMax/ITS/From_T2__mc91test.t2__p3142_terminationG_0.smt2	sat	sat	14627	14624	A
QF_NIA/20170427-VeryMax/ITS/From_T2__n-5.t2__p4694_edge_closing_0.smt2	sat	sat	11919	11920	B
QF_NIA/20170427-VeryMax/ITS/From_T2__p-43-terminate.t2__term_unfeasibility_1_0.smt2	unknown	unknown	24129	24129	A
QF_NIA/20170427-VeryMax/ITS/From_T2__queens.t2__term_unfeasibility_1_0.smt2	sat	sat	11119	11120	B
QF_NIA/20170427-VeryMax/ITS/From_T2__s1-striped.t2_fixed__p10785_safety_0.smt2	sat	sat	13320	14021	A
QF_NIA/20170427-VeryMax/ITS/From_T2__s1-striped.t2__p14253_safety_0.smt2	sat	sat	11622	11620	B
QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p19291_safety_0.smt2	sat	sat	11220	11320	A
QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-3-new.t2__p21995_terminationG_0.smt2	unknown	unknown	13823	13924	B
QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n1.t2_fixed__p22997_safety_0.smt2	unsat	unsat	8417	8617	A
QF_NIA/20170427-VeryMax/ITS/From_T2__streamserver-succeed.t2__p24602_terminationG_0.smt2	sat	sat	21627	23229	B
QF_NIA/20170427-VeryMax/ITS/From_T2__zlib-adler32.c.t2_fixed__p25888_safety_0.smt2	unknown	unknown	24129	24130	A
QF_NIA/20170427-VeryMax/SAT14/1166.smt2	unknown	unknown	17724	18026	B
QF_NIA/20170427-VeryMax/SAT14/1623.smt2	unknown	unknown	16824	16724	A
QF_NIA/20170427-VeryMax/SAT14/341.smt2	unknown	unknown	24331	24331	B
QF_NIA/20170427-VeryMax/SAT14/803.smt2	unknown	unknown	16924	17023	A
QF_NIA/20210219-Dartagnan/ReachSafety-Loops/ps2-ll_unwindbound50-O0.smt2	unknown	unknown	24230	24229	B
QF_NIA/20220315-MathProblems/STC_0332.smt2	sat	sat	5315	5315	A
QF_NIA/20220315-MathProblems/STC_0840.smt2	sat	sat	10619	10218	B
QF_NIA/AProVE/aproveSMT1669457300444119286.smt2	sat	sat	9917	9918	A
QF_NIA/AProVE/aproveSMT3326416242224032552.smt2	sat	sat	110	109	B
QF_NIA/AProVE/aproveSMT5048239408100334127.smt2	unknown	unknown	24130	24129	A
QF_NIA/AProVE/aproveSMT6902839063897808376.smt2	sat	sat	10917	10918	B
QF_NIA/AProVE/aproveSMT8801446599485295192.smt2	sat	sat	3011	3012	A
QF_NIA/UltimateLassoRanker/LarrazOliverasRodriguez-CarbonellRubio-2013FMCAD-Fig1-alloca_unknown-termination.c.i_Iteration6_Lasso+nonterminationTemplate.smt2	unknown	unknown	24228	24329	B
