1321	124	positive	assert>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>>$x9500>and	QF_LIA/20210219-Dartagnan/ReachSafety-Loops/sum_array-1-O0.smt2
1349	155	positive	assert>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>>$x9760>and	QF_LIA/20210219-Dartagnan/ReachSafety-Loops/sum_array-2-O0.smt2
1001	122	positive	assert>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>let>>$x7278>and	QF_NIA/20210219-Dartagnan/ConcurrencySafety-Main/pthread-demo-datarace-1-O0.smt2
1218	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/daytona_example_1_3.smt2
1218	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/daytona_example_2_3_10_0.smt2
1218	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/daytona_example_2_3_2_0.smt2
1491	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/serial_write_example_2_2_4_2.smt2
1491	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/serial_write_example_2_2_4_3.smt2
1491	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/serial_write_example_2_2_4_4.smt2
1491	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/serial_write_example_2_2_6_0.smt2
1491	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/serial_write_example_2_2_2_3.smt2
1491	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/serial_write_example_2_2_2_4.smt2
1491	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/serial_write_example_2_2_4_0.smt2
1491	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/serial_write_example_2_2_4_1.smt2
1491	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/serial_write_example_cegar_2_2_1.smt2
1491	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/serial_write_example_cegar_2_2_2.smt2
1491	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/serial_write_example_cegar_2_2_3.smt2
1491	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/serial_write_example_cegar_2_2_4.smt2
1491	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/serial_write_example_2_2_8_4.smt2
1491	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/serial_write_example_3_2.smt2
1491	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/serial_write_example_4_2.smt2
1491	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/serial_write_example_5_2.smt2
1491	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/serial_write_example_2_2_10_0.smt2
1491	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/serial_write_example_2_2_2_0.smt2
1491	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/serial_write_example_2_2_2_1.smt2
1491	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/serial_write_example_2_2_2_2.smt2
1491	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/serial_write_example_2_2_6_1.smt2
1491	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/serial_write_example_2_2_6_2.smt2
1491	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/serial_write_example_2_2_6_3.smt2
1491	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/serial_write_example_2_2_6_4.smt2
1492	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/serial_read_example_2_1_2_1.smt2
1492	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/serial_read_example_2_1_2_2.smt2
1492	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/serial_read_example_2_1_2_3.smt2
1492	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/serial_read_example_2_1_2_4.smt2
1491	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/serial_write_example_2_2_8_0.smt2
1491	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/serial_write_example_2_2_8_1.smt2
1491	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/serial_write_example_2_2_8_2.smt2
1491	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/serial_write_example_2_2_8_3.smt2
1492	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/serial_read_example_1_1.smt2
1492	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/serial_read_example_2_1.smt2
1492	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/serial_read_example_2_1_10_0.smt2
1492	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/serial_read_example_2_1_2_0.smt2
1492	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/serial_read_example_2_1_8_2.smt2
1492	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/serial_read_example_2_1_8_3.smt2
1492	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/serial_read_example_2_1_8_4.smt2
1492	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/serial_read_example_3_1.smt2
1492	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/serial_read_example_2_1_4_4.smt2
1492	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/serial_read_example_2_1_6_0.smt2
1492	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/serial_read_example_2_1_6_1.smt2
1492	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/serial_read_example_2_1_6_2.smt2
1492	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/serial_read_example_2_1_6_3.smt2
1492	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/serial_read_example_2_1_6_4.smt2
1492	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/serial_read_example_2_1_8_0.smt2
1492	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/serial_read_example_2_1_8_1.smt2
1492	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/serial_read_example_4_1.smt2
1492	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/serial_read_example_5_1.smt2
1492	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/serial_read_example_cegar_2_1_1.smt2
1492	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/serial_read_example_cegar_2_1_2.smt2
1492	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/serial_read_example_2_1_4_0.smt2
1492	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/serial_read_example_2_1_4_1.smt2
1492	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/serial_read_example_2_1_4_2.smt2
1492	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/serial_read_example_2_1_4_3.smt2
1569	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_bug_example_1_1.smt2
1569	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_bug_example_1_2.smt2
1569	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_bug_example_2_1.smt2
1569	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_bug_example_2_1_10_0.smt2
1569	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_bug_example_2_1_2_0.smt2
1569	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_bug_example_2_1_2_1.smt2
1569	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_bug_example_2_1_2_2.smt2
1569	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_bug_example_2_1_2_3.smt2
1492	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/serial_read_example_cegar_2_1_3.smt2
1492	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/serial_read_example_cegar_2_1_4.smt2
1492	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/serial_read_example_cegar_2_1_5.smt2
1492	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/serial_read_example_cegar_2_1_6.smt2
1569	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_bug_example_2_1_2_4.smt2
1569	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_bug_example_2_1_4_0.smt2
1569	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_bug_example_2_1_4_1.smt2
1569	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_bug_example_2_1_4_2.smt2
1569	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_bug_example_2_1_4_3.smt2
1569	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_bug_example_2_1_4_4.smt2
1569	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_bug_example_2_1_6_0.smt2
1569	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_bug_example_2_1_6_1.smt2
1569	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_bug_example_2_1_8_1.smt2
1569	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_bug_example_2_1_8_2.smt2
1569	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_bug_example_2_1_8_3.smt2
1569	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_bug_example_2_1_8_4.smt2
1569	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_bug_example_2_2.smt2
1569	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_bug_example_2_2_10_0.smt2
1569	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_bug_example_2_2_2_0.smt2
1569	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_bug_example_2_2_2_1.smt2
1569	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_bug_example_2_1_6_2.smt2
1569	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_bug_example_2_1_6_3.smt2
1569	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_bug_example_2_1_6_4.smt2
1569	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_bug_example_2_1_8_0.smt2
1569	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_bug_example_2_2_4_1.smt2
1569	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_bug_example_2_2_4_2.smt2
1569	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_bug_example_2_2_4_3.smt2
1569	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_bug_example_2_2_4_4.smt2
1569	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_bug_example_2_2_6_4.smt2
1569	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_bug_example_2_2_8_0.smt2
1569	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_bug_example_2_2_8_1.smt2
1569	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_bug_example_2_2_8_2.smt2
1569	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_bug_example_2_2_2_2.smt2
1569	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_bug_example_2_2_2_3.smt2
1569	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_bug_example_2_2_2_4.smt2
1569	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_bug_example_2_2_4_0.smt2
1569	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_bug_example_2_2_6_0.smt2
1569	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_bug_example_2_2_6_1.smt2
1569	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_bug_example_2_2_6_2.smt2
1569	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_bug_example_2_2_6_3.smt2
1569	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_bug_example_2_2_8_3.smt2
1569	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_bug_example_2_2_8_4.smt2
1569	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_bug_example_3_1.smt2
1569	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_bug_example_3_2.smt2
1569	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_example_1_1.smt2
1569	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_example_1_2.smt2
1569	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_example_2_1.smt2
1569	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_example_2_1_10_0.smt2
1569	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_bug_example_4_1.smt2
1569	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_bug_example_4_2.smt2
1569	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_bug_example_5_1.smt2
1569	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_bug_example_5_2.smt2
1569	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_example_2_1_2_0.smt2
1569	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_example_2_1_2_1.smt2
1569	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_example_2_1_2_2.smt2
1569	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_example_2_1_2_3.smt2
1569	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_example_2_2.smt2
1569	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_example_2_2_10_0.smt2
1569	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_example_2_2_2_0.smt2
1569	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_example_2_2_2_1.smt2
1569	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_example_2_1_2_4.smt2
1569	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_example_2_1_4_0.smt2
1569	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_example_2_1_4_1.smt2
1569	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_example_2_1_4_2.smt2
1569	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_example_2_1_6_2.smt2
1569	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_example_2_1_6_3.smt2
1569	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_example_2_1_6_4.smt2
1569	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_example_2_1_8_0.smt2
1569	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_example_2_1_8_1.smt2
1569	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_example_2_1_8_2.smt2
1569	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_example_2_1_8_3.smt2
1569	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_example_2_1_8_4.smt2
1569	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_example_2_1_4_3.smt2
1569	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_example_2_1_4_4.smt2
1569	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_example_2_1_6_0.smt2
1569	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_example_2_1_6_1.smt2
1569	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_example_2_2_2_2.smt2
1569	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_example_2_2_2_3.smt2
1569	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_example_2_2_2_4.smt2
1569	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_example_2_2_4_0.smt2
1571	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_bug_example_2_3_2_0.smt2
1571	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_bug_example_2_3_2_1.smt2
1571	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_bug_example_2_3_2_2.smt2
1571	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_bug_example_2_3_2_3.smt2
1569	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_example_cegar_2_2_5.smt2
1571	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_bug_example_1_3.smt2
1571	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_bug_example_2_3.smt2
1571	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_bug_example_2_3_10_0.smt2
1569	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_example_2_2_4_1.smt2
1569	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_example_2_2_4_2.smt2
1569	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_example_2_2_4_3.smt2
1569	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_example_2_2_4_4.smt2
1569	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_example_2_2_6_0.smt2
1569	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_example_2_2_6_1.smt2
1569	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_example_2_2_6_2.smt2
1569	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_example_2_2_6_3.smt2
1571	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_bug_example_2_3_2_4.smt2
1571	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_bug_example_2_3_4_0.smt2
1571	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_bug_example_2_3_4_1.smt2
1571	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_bug_example_2_3_4_2.smt2
1571	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_bug_example_2_3_6_2.smt2
1571	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_bug_example_2_3_6_3.smt2
1571	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_bug_example_2_3_6_4.smt2
1571	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_bug_example_2_3_8_0.smt2
1569	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_example_2_2_8_3.smt2
1569	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_example_2_2_8_4.smt2
1569	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_example_3_1.smt2
1569	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_example_3_2.smt2
1571	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_bug_example_2_3_4_3.smt2
1571	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_bug_example_2_3_4_4.smt2
1571	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_bug_example_2_3_6_0.smt2
1571	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_bug_example_2_3_6_1.smt2
1571	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_bug_example_2_3_8_1.smt2
1571	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_bug_example_2_3_8_2.smt2
1571	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_bug_example_2_3_8_3.smt2
1571	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_bug_example_2_3_8_4.smt2
1569	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_example_2_2_6_4.smt2
1569	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_example_2_2_8_0.smt2
1569	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_example_2_2_8_1.smt2
1569	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_example_2_2_8_2.smt2
1571	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_bug_example_3_3.smt2
1571	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_bug_example_4_3.smt2
1571	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_bug_example_5_3.smt2
1571	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_example_1_3.smt2
1569	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_example_cegar_2_1_1.smt2
1569	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_example_cegar_2_1_2.smt2
1569	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_example_cegar_2_1_3.smt2
1569	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_example_cegar_2_1_4.smt2
1571	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_example_2_3.smt2
1571	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_example_2_3_10_0.smt2
1571	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_example_2_3_2_0.smt2
1571	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_example_2_3_2_1.smt2
1569	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_example_cegar_2_2_1.smt2
1569	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_example_cegar_2_2_2.smt2
1569	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_example_cegar_2_2_3.smt2
1569	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_example_cegar_2_2_4.smt2
1569	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_example_4_1.smt2
1569	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_example_4_2.smt2
1569	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_example_5_1.smt2
1569	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_example_5_2.smt2
1571	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_example_2_3_4_1.smt2
1571	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_example_2_3_4_2.smt2
1571	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_example_2_3_4_3.smt2
1571	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_example_2_3_4_4.smt2
1571	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_example_2_3_6_4.smt2
1571	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_example_2_3_8_0.smt2
1571	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_example_2_3_8_1.smt2
1571	2	positive	assert>and	UFNIA/lahiri-cav09-storm-queries/usbsamp_example_2_3_8_2.smt2
