file	status	n_vars	max_degree	n_assert	has_div	has_div_const	max_abs_int_log2	has_to_int	has_ite	has_top_or
QF_NRA/hycomp/ball_count_2d_hill_simple.05.seq_lazy_linear_enc_lemmas_global_9.smt2	unsat	131	3	1	0	1	2	0	0	0
QF_NRA/hycomp/ball_count_2d_hill_simple.10.seq_lazy_lemmas_global_5.smt2	unsat	79	3	1	0	1	2	0	0	0
QF_NRA/hycomp/ball_count_2d_plain.01.redlog_global_15.smt2	unsat	211	4	1	0	1	4	0	0	0
QF_NRA/hycomp/ball_count_2d_plain.01.seq_lazy_linear_enc_lemmas_global_11.smt2	unsat	158	3	1	0	1	4	0	0	0
QF_NRA/hycomp/ball_count_2d_plain.02.seq_lazy_global_9.smt2	unsat	132	3	1	0	1	4	0	0	0
QF_NRA/hycomp/ball_count_2d_plain.03.qfree_global_5.smt2	unsat	81	3	1	0	1	4	0	0	0
QF_NRA/hycomp/ball_count_2d_plain.03.seq_lazy_linear_enc_global_15.smt2	unsat	210	3	1	0	1	4	0	0	0
QF_NRA/hycomp/ball_count_2d_plain.04.seq_lazy_global_11.smt2	unsat	158	3	1	0	1	4	0	0	0
QF_NRA/hycomp/ball_count_2d_plain.04.seq_lazy_linear_enc_lemmas_global_9.smt2	unsat	132	3	1	0	1	4	0	0	0
QF_NRA/hycomp/ball_count_2d_plain.05.seq_lazy_lemmas_global_5.smt2	unsat	80	3	1	0	1	4	0	0	0
QF_NRA/hycomp/ball_count_2d_plain.10.redlog_global_15.smt2	unsat	211	4	1	0	1	4	0	0	0
QF_NRA/hycomp/ball_count_2d_plain.10.seq_lazy_linear_enc_lemmas_global_11.smt2	unsat	158	3	1	0	1	4	0	0	0
QF_NRA/hycomp/ball_count_2d_slope.01.seq_lazy_linear_enc_global_9.smt2	unsat	141	4	1	0	1	6	0	0	0
QF_NRA/hycomp/ball_count_2d_slope.02.seq_lazy_linear_enc_global_5.smt2	unsat	85	4	1	0	1	6	0	0	0
QF_NRA/hycomp/ball_count_2d_slope.03.seq_lazy_linear_enc_global_15.smt2	unsat	225	4	1	0	1	6	0	0	0
QF_NRA/hycomp/ball_count_2d_slope.04.seq_lazy_linear_enc_global_11.smt2	unsat	169	4	1	0	1	6	0	0	0
QF_NRA/hycomp/ball_count_2d_slope.05.seq_lazy_lemmas_global_9.smt2	unsat	141	4	1	0	1	6	0	0	0
QF_NRA/hycomp/ball_count_2d_slope.10.seq_lazy_lemmas_global_5.smt2	unsat	85	4	1	0	1	6	0	0	0
QF_NRA/hycomp/etcs_braking_2.01.redlog_global_15.smt2	unsat	350	4	1	0	1	9	0	0	0
QF_NRA/hycomp/etcs_braking_2.01.seq_lazy_linear_enc_lemmas_global_11.smt2	unsat	258	3	1	0	1	9	0	0	0
QF_NRA/hycomp/simple_ballistics_reach.01.seq_lazy_linear_enc_global_9.smt2	unknown	90	4	1	0	1	6	0	0	0
QF_NRA/kissing/kissing_4_8.smt2	sat	32	2	36	0	0	1	0	0	0
QF_NRA/LassoRanker/CooperatingT2/byron-2.t2.c_Iteration2_Loop_4-pieceTemplate.smt2	unknown	3881	2	505	0	0	1	0	0	0
QF_NRA/LassoRanker/CooperatingT2/eric2.t2.c_Iteration9_Loop_3-pieceTemplate.smt2	unknown	986	2	40	0	0	1	0	0	0
QF_NRA/LassoRanker/CooperatingT2/heidy7.t2.c_Iteration2_Lasso_2-pieceTemplate.smt2	unsat	397	2	57	0	0	2	0	0	0
QF_NRA/LassoRanker/CooperatingT2/p-46.t2.c_Iteration2_Loop_4-pieceTemplate.smt2	unknown	5149	2	505	0	0	2	0	0	0
QF_NRA/LassoRanker/CooperatingT2/polyrank4.t2.c_Iteration9_Loop_2-pieceTemplate.smt2	unknown	217	2	22	0	0	2	0	0	0
QF_NRA/LassoRanker/CooperatingT2/spiral.t2.c_Iteration22_Loop_4-pieceTemplate.smt2	unknown	1403	2	169	0	0	1	0	0	0
QF_NRA/LassoRanker/SV-COMP/BrockschmidtCookFuhs-2013CAV-Fig1_true-termination.c_Iteration2_Loop_4-pieceTemplate.smt2	sat	509	2	64	0	0	1	0	0	0
QF_NRA/LassoRanker/SV-COMP/KroeningSharyginaTsitovichWintersteiger-2010CAV-Fig1_true-termination.c_Iteration1_Lasso_6-phaseTemplate.smt2	unknown	32002	2	2526	0	0	2	0	0	0
QF_NRA/LassoRanker/SV-COMP/min_rf_true-termination.c_Iteration1_Lasso_2-pieceTemplate.smt2	unknown	3659	2	337	0	0	1	0	0	0
QF_NRA/LassoRanker/SV-COMP/NoriSharma-2013FSE-Fig7_true-termination.c_Iteration1_Loop_6-phaseTemplate.smt2	sat	502	2	62	0	0	1	0	0	0
QF_NRA/LassoRanker/Ultimate/Canberra.bpl_Iteration1_Lasso_6-phaseTemplate.smt2	unsat	4132	2	566	0	0	1	0	0	0
QF_NRA/LassoRanker/Ultimate/FourPhase.bpl_Iteration1_Lasso_7-phaseTemplate.smt2	sat	284	2	31	0	0	1	0	0	0
QF_NRA/LassoRanker/Ultimate/SantaBarbara01.bpl_Iteration1_Lasso_3-pieceTemplate.smt2	unsat	228	2	40	0	0	1	0	0	0
QF_NRA/LassoRanker/Ultimate/yPositive-SIscaled75.bpl_Iteration1_Loop_2-pieceTemplate.smt2	unknown	2509	2	22	0	0	1	0	0	0
QF_NRA/meti-tarski/asin/8/vars4/asin-8-vars4-chunk-0049.smt2	sat	4	4	1	0	1	6	0	0	0
QF_NRA/meti-tarski/atan/problem/1/atan-problem-1-chunk-0073.smt2	sat	3	7	1	0	1	25	0	0	0
QF_NRA/meti-tarski/atan/problem/2/atan-problem-2-chunk-0014.smt2	sat	4	4	1	0	0	2	0	0	0
QF_NRA/meti-tarski/atan/problem/2/atan-problem-2-chunk-0083.smt2	sat	4	2	1	0	0	2	0	0	0
QF_NRA/meti-tarski/atan/problem/2/sqrt/weak/atan-problem-2-sqrt-weak-chunk-0024.smt2	unsat	3	2	1	0	1	2	0	0	0
QF_NRA/meti-tarski/atan/problem/2/weak2/atan-problem-2-weak2-chunk-0085.smt2	unsat	3	5	1	0	1	8	0	0	0
QF_NRA/meti-tarski/atan/problem/2/weak/atan-problem-2-weak-chunk-0018.smt2	sat	4	4	1	0	0	2	0	0	0
QF_NRA/meti-tarski/atan/problem/2/weak/atan-problem-2-weak-chunk-0089.smt2	sat	4	4	1	0	0	2	0	0	0
QF_NRA/meti-tarski/atan/problem/2/weak/atan-problem-2-weak-chunk-0159.smt2	sat	4	4	1	0	0	2	0	0	0
QF_NRA/meti-tarski/atan/problem/2/weak/atan-problem-2-weak-chunk-0224.smt2	unsat	3	2	1	0	0	2	0	0	0
QF_NRA/meti-tarski/atan/problem/2/weakT/atan-problem-2-weakT-chunk-0032.smt2	sat	3	2	1	0	0	2	0	0	0
QF_NRA/meti-tarski/atan/vega/3/atan-vega-3-chunk-0059.smt2	unsat	3	3	1	0	0	1	0	0	0
QF_NRA/meti-tarski/atan/vega/3/atan-vega-3-chunk-0121.smt2	sat	3	2	1	0	0	2	0	0	0
QF_NRA/meti-tarski/atan/vega/3/atan-vega-3-chunk-0181.smt2	sat	3	6	1	0	1	9	0	0	0
QF_NRA/meti-tarski/atan/vega/3/atan-vega-3-chunk-0242.smt2	unsat	3	5	1	0	1	9	0	0	0
QF_NRA/meti-tarski/atan/vega/3/atan-vega-3-chunk-0302.smt2	sat	3	5	1	0	0	2	0	0	0
QF_NRA/meti-tarski/atan/vega/3/atan-vega-3-chunk-0362.smt2	sat	3	5	1	0	0	2	0	0	0
QF_NRA/meti-tarski/atan/vega/3/atan-vega-3-chunk-0425.smt2	sat	3	5	1	0	0	2	0	0	0
QF_NRA/meti-tarski/atan/vega/3/atan-vega-3-chunk-0485.smt2	sat	3	5	1	0	0	7	0	0	0
QF_NRA/meti-tarski/atan/vega/3/atan-vega-3-chunk-0545.smt2	unsat	3	8	1	0	1	14	0	0	0
QF_NRA/meti-tarski/atan/vega/3/atan-vega-3-chunk-0605.smt2	unsat	3	11	1	0	1	11	0	0	0
QF_NRA/meti-tarski/atan/vega/3/weak/atan-vega-3-weak-chunk-0104.smt2	unsat	3	3	1	0	0	1	0	0	0
QF_NRA/meti-tarski/atan/vega/3/weak/atan-vega-3-weak-chunk-0174.smt2	unsat	3	4	1	0	0	2	0	0	0
QF_NRA/meti-tarski/atan/vega/3/weak/atan-vega-3-weak-chunk-0243.smt2	sat	3	7	1	0	1	4	0	0	0
QF_NRA/meti-tarski/atan/vega/3/weak/atan-vega-3-weak-chunk-0314.smt2	sat	3	7	1	0	1	4	0	0	0
QF_NRA/meti-tarski/atan/vega/3/weak/atan-vega-3-weak-chunk-0388.smt2	unsat	3	8	1	0	0	5	0	0	0
QF_NRA/meti-tarski/atan/vega/3/weak/atan-vega-3-weak-chunk-0459.smt2	sat	3	8	1	0	1	13	0	0	0
QF_NRA/meti-tarski/atan/vega/3/weak/atan-vega-3-weak-chunk-0525.smt2	sat	3	3	1	0	0	1	0	0	0
QF_NRA/meti-tarski/atan/vega/3/weak/atan-vega-3-weak-chunk-0588.smt2	sat	3	3	1	0	0	1	0	0	0
QF_NRA/meti-tarski/atan/vega/3/weak/atan-vega-3-weak-chunk-0653.smt2	sat	3	11	1	0	1	11	0	0	0
QF_NRA/meti-tarski/atan/vega/3/weak/atan-vega-3-weak-chunk-0713.smt2	sat	3	11	1	0	1	15	0	0	0
QF_NRA/meti-tarski/cbrt/3/cbrt-problem-3-chunk-0076.smt2	sat	3	5	1	0	1	12	0	0	0
QF_NRA/meti-tarski/cbrt/3/weak/cbrt-problem-3-weak-chunk-0110.smt2	sat	3	3	1	0	1	6	0	0	0
QF_NRA/meti-tarski/Chua/1/IL/L/Chua-1-IL-L-chunk-0065.smt2	unsat	3	2	1	0	1	28	0	0	0
QF_NRA/meti-tarski/Chua/1/IL/L/Chua-1-IL-L-chunk-0141.smt2	unsat	3	2	1	0	1	14	0	0	0
QF_NRA/meti-tarski/Chua/1/IL/U/Chua-1-IL-U-chunk-0075.smt2	sat	3	12	1	0	1	174	0	0	0
QF_NRA/meti-tarski/Chua/1/VC1/L/Chua-1-VC1-L-chunk-0080.smt2	unsat	3	6	1	0	1	61	0	0	0
QF_NRA/meti-tarski/Chua/1/VC1/L/Chua-1-VC1-L-chunk-0158.smt2	unsat	3	2	1	0	1	20	0	0	0
QF_NRA/meti-tarski/Chua/1/VC2/L/Chua-1-VC2-L-chunk-0025.smt2	sat	3	2	1	0	1	9	0	0	0
QF_NRA/meti-tarski/Chua/1/VC2/U/Chua-1-VC2-U-chunk-0037.smt2	sat	3	2	1	0	1	20	0	0	0
QF_NRA/meti-tarski/Chua/1/VC2/U/Chua-1-VC2-U-chunk-0110.smt2	sat	3	2	1	0	1	9	0	0	0
QF_NRA/meti-tarski/Chua/2/IL/L/Chua-2-IL-L-chunk-0036.smt2	sat	3	2	1	0	1	31	0	0	0
QF_NRA/meti-tarski/Chua/2/IL/L/Chua-2-IL-L-chunk-0103.smt2	sat	3	6	1	0	1	67	0	0	0
QF_NRA/meti-tarski/Chua/2/IL/U/Chua-2-IL-U-chunk-0064.smt2	sat	3	6	1	0	1	72	0	0	0
QF_NRA/meti-tarski/Chua/2/VC1/L/Chua-2-VC1-L-chunk-0050.smt2	sat	3	2	1	0	1	11	0	0	0
QF_NRA/meti-tarski/Chua/2/VC1/L/Chua-2-VC1-L-chunk-0118.smt2	sat	3	6	1	0	1	77	0	0	0
QF_NRA/meti-tarski/Chua/2/VC1/U/Chua-2-VC1-U-chunk-0070.smt2	sat	3	7	1	0	1	74	0	0	0
QF_NRA/meti-tarski/Chua/2/VC2/L/Chua-2-VC2-L-chunk-0039.smt2	unsat	3	2	1	0	1	25	0	0	0
QF_NRA/meti-tarski/Chua/2/VC2/U/Chua-2-VC2-U-chunk-0049.smt2	unsat	3	7	1	0	1	47	0	0	0
QF_NRA/meti-tarski/CMOS/CMOS-opamp-chunk-0071.smt2	unsat	3	10	1	0	1	100	0	0	0
QF_NRA/meti-tarski/CMOS/CMOS-opamp-chunk-0146.smt2	unsat	3	8	1	0	1	100	0	0	0
QF_NRA/meti-tarski/CMOS/CMOS-opamp-chunk-0211.smt2	sat	3	4	1	0	1	81	0	0	0
QF_NRA/meti-tarski/CMOS/CMOS-opamp-chunk-0295.smt2	unsat	3	16	1	0	1	106	0	0	0
QF_NRA/meti-tarski/CONVOI2/CONVOI2-chunk-0028.smt2	sat	4	4	1	0	1	33	0	0	0
QF_NRA/meti-tarski/exp/problem/10/2/exp-problem-10-2-chunk-0017.smt2	sat	4	2	1	0	0	3	0	0	0
QF_NRA/meti-tarski/exp/problem/10/2/exp-problem-10-2-chunk-0081.smt2	unsat	4	2	1	0	0	3	0	0	0
QF_NRA/meti-tarski/exp/problem/10/2/exp-problem-10-2-chunk-0145.smt2	unsat	4	2	1	0	0	4	0	0	0
QF_NRA/meti-tarski/exp/problem/10/2/exp-problem-10-2-chunk-0205.smt2	sat	4	3	1	0	0	7	0	0	0
QF_NRA/meti-tarski/exp/problem/10/2/exp-problem-10-2-chunk-0266.smt2	unsat	4	4	1	0	0	8	0	0	0
QF_NRA/meti-tarski/exp/problem/10/2/exp-problem-10-2-chunk-0326.smt2	unsat	4	18	1	0	0	8	0	0	0
QF_NRA/meti-tarski/exp/problem/10/3/exp-problem-10-3-chunk-0011.smt2	sat	4	3	1	0	0	4	0	0	0
QF_NRA/meti-tarski/exp/problem/10/3/exp-problem-10-3-chunk-0074.smt2	unsat	4	6	1	0	0	4	0	0	0
QF_NRA/meti-tarski/exp/problem/10/3/exp-problem-10-3-chunk-0139.smt2	sat	4	3	1	0	0	4	0	0	0
QF_NRA/meti-tarski/exp/problem/10/3/weak/exp-problem-10-3-weak-chunk-0016.smt2	unsat	3	13	1	0	0	1	0	0	0
QF_NRA/meti-tarski/exp/problem/10/3/weak/exp-problem-10-3-weak-chunk-0081.smt2	unsat	3	3	1	0	0	8	0	0	0
QF_NRA/meti-tarski/exp/problem/10/3/weak/exp-problem-10-3-weak-chunk-0142.smt2	sat	3	3	1	0	0	7	0	0	0
QF_NRA/meti-tarski/exp/problem/10/3/weak/exp-problem-10-3-weak-chunk-0204.smt2	unsat	3	12	1	0	1	35	0	0	0
QF_NRA/meti-tarski/Lyapunov/Lyapunov1a-chunk-0004.smt2	sat	3	2	1	0	1	15	0	0	0
QF_NRA/meti-tarski/Nichols-Plot/Inverted-Pendulum/Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0040.smt2	sat	3	10	1	0	1	319	0	0	0
QF_NRA/meti-tarski/Nichols-Plot/Inverted-Pendulum/Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0160.smt2	unsat	3	10	1	0	1	326	0	0	0
QF_NRA/meti-tarski/polypaver/bench-exp-3d/polypaver-bench-exp-3d-chunk-0105.smt2	unsat	3	4	1	0	0	7	0	0	0
QF_NRA/meti-tarski/polypaver/bench-sqrt-3d/polypaver-bench-sqrt-3d-chunk-0097.smt2	sat	3	4	1	0	0	2	0	0	0
QF_NRA/meti-tarski/polypaver/bench-sqrt-3d/polypaver-bench-sqrt-3d-chunk-0213.smt2	sat	3	5	1	0	1	3	0	0	0
QF_NRA/meti-tarski/polypaver/bench-sqrt-3d/polypaver-bench-sqrt-3d-chunk-0285.smt2	sat	3	6	1	0	1	3	0	0	0
QF_NRA/meti-tarski/polypaver/bench-sqrt-3d/polypaver-bench-sqrt-3d-chunk-0349.smt2	sat	3	7	1	0	1	4	0	0	0
QF_NRA/meti-tarski/polypaver/bench-sqrt-3d/polypaver-bench-sqrt-3d-chunk-0422.smt2	sat	3	7	1	0	1	4	0	0	0
QF_NRA/meti-tarski/polypaver/bench-sqrt-3d/polypaver-bench-sqrt-3d-chunk-0490.smt2	sat	3	7	1	0	1	4	0	0	0
QF_NRA/meti-tarski/polypaver/sqrt43-int/3vars/polypaver-sqrt43-int-3vars-chunk-0046.smt2	sat	3	4	1	0	1	6	0	0	0
QF_NRA/meti-tarski/RL-high-pass-circuit/RL-high-pass-circuit-gain-chunk-0012.smt2	unsat	3	3	1	0	1	31	0	0	0
QF_NRA/meti-tarski/sin/344/3/sin-344-3-chunk-0018.smt2	sat	3	3	1	0	1	4	0	0	0
QF_NRA/meti-tarski/sin/344/4/sin-344-4-chunk-0045.smt2	unsat	4	5	1	0	1	7	0	0	0
QF_NRA/meti-tarski/sin/cos/sin-cos-346-b-chunk-0073.smt2	sat	3	14	1	0	1	25	0	0	0
QF_NRA/meti-tarski/sin/cos/sin-cos-346-b-chunk-0147.smt2	unsat	3	8	1	0	1	25	0	0	0
QF_NRA/meti-tarski/sin/cos/sin-cos-346-b-chunk-0227.smt2	sat	3	10	1	0	1	25	0	0	0
QF_NRA/meti-tarski/sin/cos/sin-cos-346-b-chunk-0291.smt2	sat	3	6	1	0	1	25	0	0	0
QF_NRA/meti-tarski/sin/cos/sin-cos-346-b-chunk-0353.smt2	sat	3	10	1	0	1	25	0	0	0
QF_NRA/meti-tarski/sin/cos/sin-cos-346-b-chunk-0419.smt2	unsat	3	14	1	0	1	25	0	0	0
QF_NRA/meti-tarski/sin/cos/sin-cos-346-b-chunk-0479.smt2	sat	3	20	1	0	1	45	0	0	0
QF_NRA/meti-tarski/sin/cos/sin-cos-346-b-chunk-0543.smt2	sat	3	12	1	0	1	25	0	0	0
QF_NRA/meti-tarski/sin/cos/sin-cos-346-b-chunk-0612.smt2	sat	3	10	1	0	1	25	0	0	0
QF_NRA/meti-tarski/sin/problem/10/sin-problem-10-3-chunk-0028.smt2	sat	3	2	1	0	1	3	0	0	0
QF_NRA/meti-tarski/sin/problem/7/sin-problem-7-chunk-0124.smt2	sat	3	7	1	0	1	25	0	0	0
QF_NRA/meti-tarski/sin/problem/7/sin-problem-7-chunk-0203.smt2	sat	3	11	1	0	1	26	0	0	0
QF_NRA/meti-tarski/sin/problem/7/sin-problem-7-chunk-0278.smt2	unsat	3	15	1	0	1	41	0	0	0
QF_NRA/meti-tarski/sin/problem/7/sin-problem-7-chunk-0353.smt2	sat	3	11	1	0	1	26	0	0	0
QF_NRA/meti-tarski/sin/problem/7/weak2/sin-problem-7-weak2-chunk-0051.smt2	sat	3	4	1	0	1	25	0	0	0
QF_NRA/meti-tarski/sin/problem/7/weak2/sin-problem-7-weak2-chunk-0129.smt2	unsat	3	10	1	0	1	30	0	0	0
QF_NRA/meti-tarski/sin/problem/7/weak/sin-problem-7-weak-chunk-0131.smt2	sat	3	6	1	0	1	25	0	0	0
QF_NRA/meti-tarski/sin/problem/8/weak/sin-problem-8-weak-chunk-0050.smt2	sat	3	4	1	0	1	25	0	0	0
QF_NRA/meti-tarski/sqrt/1mcosq/7/sqrt-1mcosq-7-chunk-0070.smt2	sat	3	4	1	0	1	25	0	0	0
QF_NRA/meti-tarski/sqrt/1mcosq/7/sqrt-1mcosq-7-chunk-0160.smt2	sat	3	2	1	0	1	25	0	0	0
QF_NRA/meti-tarski/sqrt/1mcosq/8/sqrt-1mcosq-8-chunk-0014.smt2	unsat	3	6	1	0	1	25	0	0	0
QF_NRA/meti-tarski/sqrt/1mcosq/8/sqrt-1mcosq-8-chunk-0094.smt2	sat	3	12	1	0	1	25	0	0	0
QF_NRA/meti-tarski/sqrt/1mcosq/8/sqrt-1mcosq-8-chunk-0160.smt2	sat	3	20	1	0	1	46	0	0	0
QF_NRA/meti-tarski/sqrt/1mcosq/8/sqrt-1mcosq-8-chunk-0228.smt2	sat	3	24	1	0	1	71	0	0	0
QF_NRA/meti-tarski/sqrt/1mcosq/8/sqrt-1mcosq-8-chunk-0291.smt2	unsat	3	36	1	0	1	107	0	0	0
QF_NRA/meti-tarski/sqrt/1mcosq/8/sqrt-1mcosq-8-chunk-0354.smt2	unsat	3	20	1	0	1	46	0	0	0
QF_NRA/meti-tarski/sqrt/1mcosq/8/sqrt-1mcosq-8-chunk-0421.smt2	sat	3	32	1	0	1	92	0	0	0
QF_NRA/meti-tarski/sqrt/1mcosq/8/sqrt-1mcosq-8-chunk-0485.smt2	unsat	3	4	1	0	1	25	0	0	0
QF_NRA/meti-tarski/sqrt/1mcosq/8/sqrt-1mcosq-8-chunk-0562.smt2	sat	3	8	1	0	1	25	0	0	0
QF_NRA/meti-tarski/sqrt/1mcosq/8/sqrt-1mcosq-8-chunk-0627.smt2	sat	3	16	1	0	1	38	0	0	0
QF_NRA/meti-tarski/sqrt/1mcosq/8/sqrt-1mcosq-8-chunk-0695.smt2	sat	3	36	1	0	1	107	0	0	0
QF_NRA/meti-tarski/sqrt/circles/3/sqrt-circles-3-chunk-0021.smt2	unsat	4	2	1	0	1	2	0	0	0
QF_NRA/meti-tarski/sqrt/problem/12vars3/sqrt-problem-12vars3-chunk-0089.smt2	unsat	3	8	1	0	1	7	0	0	0
QF_NRA/meti-tarski/sqrt/problem/13/sqrt1/sqrt-problem-13-sqrt1-chunk-0073.smt2	unsat	3	4	1	0	1	11	0	0	0
QF_NRA/meti-tarski/sqrt/problem/sqrt-problem-Melquiond2-chunk-0063.smt2	sat	3	2	1	0	1	6	0	0	0
QF_NRA/UltimateAutomizer/InVarSynth_pcatest1.bpl_Iteration1_1.smt2	sat	718	2	29	0	0	0	0	0	1
