file	base	base_ms	arm	arm_ms	first
NA29-017__prove_all__sorting.adb_90_74_range_check___00.smt2	unsat	111329632	unsat	111777789	arm
O130-018__proof__main.adb_18_13_loop_invariant_init___00.smt2	unsat	110827135	unsat	110558369	base
O416-002__type_contracts__main.adb_7_26_range_check___00.smt2	unsat	211218574	unsat	211269126	arm
O512-022__infoflow__infoflow.ads_48_6_complete_contract_cases___00.smt2	unsat	110633998	unsat	112173338	base
O512-022__vscomp2014_partition_rte__partition_refinement.adb_191_10_loop_variant5___00.smt2	unknown	-1610586371769316610	unknown	24128782732	arm
O827-017__dispatching_procedures__call_dispatch.adb_26_26_tag_check___00.smt2	unknown	1610586420430372475	unknown	24228465384	base
P115-039__spark16demo__counter_example.adb_13_10_dead_code___00.smt2	unsat	111723178	unsat	110992019	arm
P427-032__inline_for_proof__inline_for_proof.ads_17_14_postcondition___00.smt2	unsat	-1610586439988451093	unsat	1610586440211111950	base
P518-021__frame_for_max__frame_condition.adb_89_54_frame_condition.adb_150_10_index_check___00.smt2	unsat	111909332	unsat	111172602	arm
P715-019__flow_subprogram_termination__container.adb_63_14_range_check___00.smt2	unsat	110700110	unsat	110619612	base
Q120-041__iterable__loop_iterable.adb_3_18_predicate_check___00.smt2	unsat	111670601	unsat	111841666	arm
Q328-034__mut_discr__instructions.adb_45_26_dead_code___00.smt2	unknown	22427134907	unknown	22529439066	base
Q424-003__if_expression__string_utilities.adb_41_72_overflow_check___00.smt2	unsat	213612160	unsat	213535428	arm
Q719-013__loop_unroll_dyn__loops_static.adb_60_7_assert___00.smt2	unknown	-1610586479774376405	unknown	1610586519227136136	base
Q926-040__recursion__recursion.ads_26_14_postcondition___00.smt2	unsat	23426837926	unsat	23426734565	arm
Q930-002__itp__bounded_dynamic_arrays.adb_173_9_bounded_dynamic_strings.ads_5_1_predicate_check___00.smt2	unknown	24431228895	unsat	113090591	base
Q930-002__itp__bounded_dynamic_arrays.ads_152_14_bounded_dynamic_strings.ads_5_1_range_check___00.smt2	unsat	111838290	unsat	113511347	arm
Q930-002__itp__bounded_dynamic_arrays.ads_49_48_bounded_dynamic_strings.ads_5_1_range_check___00.smt2	unsat	111731453	unsat	1214207878	base
QA25-058__z3_riposte_arrays__arrays.adb_156_22_postcondition___00.smt2	unknown	1610586619526723030	unknown	-1610586581073728682	arm
R131-069__flow_swap__test.adb_17_39_range_check___00.smt2	unknown	20125870609	unknown	20026843426	base
R427-016__check_on_param_call__formals_arr_split.adb_26_7_formals_arr_split.adb_54_10_length_check___00.smt2	unsat	1614701335	unsat	1513514208	arm
R509-011__higher_order_proof__why_0156d0_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unsat	111941080	unsat	113037333	base
R509-011__higher_order_proof__why_0e5d8d_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unsat	-1610586656888185253	unsat	111712017	arm
R509-011__higher_order_proof__why_30e904_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unsat	812173697	unsat	813314164	base
R509-011__higher_order_proof__why_38d025_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unknown	25030073475	unknown	25129897738	arm
R509-011__higher_order_proof__why_513580_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unknown	-1610586701168222316	unknown	2530882537	base
R509-011__higher_order_proof__why_69a2d6_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unknown	5517173431	unknown	5616197780	arm
R509-011__higher_order_proof__why_740cd9_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unknown	-1610586756369028326	unknown	1610586806031780487	base
R509-011__higher_order_proof__why_88c627_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unsat	112223520	unsat	212142548	arm
R509-011__higher_order_proof__why_97daad_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unsat	112875682	unsat	113694893	base
R509-011__higher_order_proof__why_aa25ed_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unknown	25032439799	unknown	25131777064	arm
R509-011__higher_order_proof__why_df7355_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unsat	110615114	unsat	110736067	base
R509-011__higher_order_proof__why_f24f44_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unknown	1610586897131144129	unknown	-1610586846969702448	arm
R509-011__higher_order_proof__why_fea4bd_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unsat	1314041088	unsat	1313159452	base
R728-002__aggregates__pragmarc-b_strings.adb_86_19_range_check___00.smt2	unsat	1610586897512333580	unsat	-1610586896987706697	arm
RM_Examples__f.adb_13_37_index_check___00.smt2	unsat	112905136	unsat	112153340	base
RM_MS__adt_private__stacks_14.adb_17_23_index_check___00.smt2	unsat	1914304832	unsat	1912944844	arm
S108-006__text_io_warnings__text_io_warnings.adb_24_7_precondition___00.smt2	unsat	112688868	unsat	110646701	base
S117-008__pointer__formal_vectors.adb_133_36_use_formal_vectors.ads_10_4_null_pointer_dereference___00.smt2	unknown	111999627	unknown	112107105	arm
S117-008__pointer__formal_vectors.adb_152_21_use_formal_vectors.ads_10_4_null_pointer_dereference___00.smt2	unknown	-1610586901588426772	unknown	1610586901911431249	base
S212-028__update__generic_ring_buffer.adb_68_13_tester.adb_9_4_predicate_check___00.smt2	unknown	25030007994	unknown	25031975902	arm
S531-019__flow_pointer_array__test.adb_22_19_null_pointer_dereference___00.smt2	unsat	112046864	unsat	112953826	base
adacore_u__lists.adb_5_28_discriminant_check___00.smt2	unsat	111840554	unsat	111810978	arm
adacore_u__stack.ads_40_61_precondition___00.smt2	unknown	22528657263	unknown	24629549397	base
ghc_sort__ghc_sort.adb_15_33_loop_invariant_preserv___00.smt2	unsat	111665280	unsat	211604135	arm
ghc_sort__ghc_sort.adb_183_55_predicate_check___00.smt2	unknown	9016967612	unknown	5515461434	base
ghc_sort__ghc_sort.adb_79_36_loop_invariant_preserv___00.smt2	unsat	-1610587003388322418	unsat	110748309	arm
linear_search__linear_search.adb_22_56_range_check___00.smt2	unsat	1610587003611870839	unsat	112389675	base
patience__patience.adb_101_45_index_check___00.smt2	unsat	111055124	unsat	110720768	arm
patience__patience.ads_91_31_overflow_check___00.smt2	unsat	1412022403	unsat	1413033117	base
prime_numbers__prime_and_coprime_numbers.ads_102_87_test_prime_and_coprime_numbers.adb_6_4_overflow_check___00.smt2	unsat	111659669	unsat	110694540	arm
riposte__array_applications__why_7b0ee6_array_applications-T-defqtvc__00.smt2	unsat	812764103	unsat	712639915	base
riposte__arrays_of_records__arrays_of_records.adb_160_22_assert___00.smt2	unknown	24131080209	unknown	24127875057	arm
tagged_stacks__stacks.ads_31_20_stacks.ads_48_4_postcondition___00.smt2	unknown	25130623456	unknown	25031188350	base
tetris__tetris_functional.ads_168_46_index_check___00.smt2	unknown	25133226834	unknown	25130919344	arm
tictactoe__tictactoe.ads_21_53_overflow_check___00.smt2	unknown	17226262980	unknown	17023965245	base
