file	verdict	exit	ms	online_probe	decided_by	census_blocks	last_arm	atoms	order	equality	unsupported	eq_asserted_false	assertions	assert_false	assert_eval_err	dominant_fail_label	construct	unsupported_kinds	model_decline	config_crossed	probe_sites	theory_propagate_ms	theory_final_check_ms	theory_assert_ms	decisions	final_checks	simplex_checks	simplex_rows	bound_scan_atoms
QF_LRA/LassoRanker/CooperatingT2/sas2.t2.c_Iteration3_Lasso_5-phaseTemplate.smt2	unknown	0	24224	model-did-not-replay	none	1	no-model	11265	2967	8298	0	0	0	0	0				fm-fallback-declined|deadline=false|wd=false	AXEYUM_LRA_WARM_CUBE,MAX_TABLEAU_CELLS	fm-fallback-declined=1;lra_theory:no-model-reconstructed=1	268	0	8	9268	1	n/a	n/a	n/a
QF_LRA/LassoRanker/CooperatingT2/sas2.t2.c_Iteration5_Lasso_6-phaseTemplate.smt2	unknown	0	24423	admission-screen	none	0		0	0	0	0	0	0	0	0					AXEYUM_LRA_WARM_CUBE									
QF_LRA/LassoRanker/CooperatingT2/sas2.t2.c_Iteration6_Lasso_6-phaseTemplate.smt2	unknown	0	24421	admission-screen	none	0		0	0	0	0	0	0	0	0					AXEYUM_LRA_WARM_CUBE									
QF_LRA/LassoRanker/CooperatingT2/sas2.t2.c_Iteration7_Loop_7-phaseTemplate.smt2	unknown	0	25122	admission-screen	none	0		0	0	0	0	0	0	0	0					AXEYUM_LRA_WARM_CUBE									
QF_LRA/LassoRanker/CooperatingT2/sumit.t2.c_Iteration1_Lasso_7-phaseTemplate.smt2	unknown	0	24424	admission-screen	none	0		0	0	0	0	0	0	0	0					AXEYUM_LRA_WARM_CUBE									
QF_LRA/LassoRanker/CooperatingT2/toeplz.c.i.toeplz.pl.t2.fixed.t2.c_Iteration2_Loop_7-phaseTemplate.smt2	unknown	0	25124	admission-screen	none	0		0	0	0	0	0	0	0	0					AXEYUM_LRA_WARM_CUBE									
QF_LRA/LassoRanker/SV-COMP/Ben-Amram-2010LMCS-Ex2.3_true-termination.c_Iteration1_Lasso_3-pieceTemplate.smt2	unknown	0	24424	admission-screen	none	0		0	0	0	0	0	0	0	0					AXEYUM_LRA_WARM_CUBE									
QF_LRA/LassoRanker/SV-COMP/BradleyMannaSipma-2005CAV-Fig1_true-termination.c_Iteration1_Lasso_7-phaseTemplate.smt2	unknown	0	24424	admission-screen	none	0		0	0	0	0	0	0	0	0					AXEYUM_LRA_WARM_CUBE									
QF_LRA/LassoRanker/SV-COMP/CookSeeZuleger-2013TACAS-Fig3_true-termination.c_Iteration1_Loop_4-pieceTemplate.smt2	unknown	0	24524	admission-screen	none	0		0	0	0	0	0	0	0	0					AXEYUM_LRA_WARM_CUBE									
QF_LRA/LassoRanker/SV-COMP/GulwaniJainKoskinen-2009PLDI-Fig1_true-termination.c_Iteration1_Lasso_4-pieceTemplate.smt2	unknown	0	25122	admission-screen	none	0		0	0	0	0	0	0	0	0					AXEYUM_LRA_WARM_CUBE									
QF_LRA/LassoRanker/SV-COMP/KroeningSharyginaTsitovichWintersteiger-2010CAV-Fig1_true-termination.c_Iteration1_Lasso_3-pieceTemplate.smt2	unknown	0	25124	admission-screen	none	0		0	0	0	0	0	0	0	0					AXEYUM_LRA_WARM_CUBE									
QF_LRA/LassoRanker/SV-COMP/LeeJonesBen-Amram-2001POPL-Ex5_true-termination.c_Iteration2_Lasso_3-pieceTemplate.smt2	unknown	0	24124	model-did-not-replay	none	1	no-model	11575	6599	4976	0	0	0	0	0				fm-fallback-declined|deadline=false|wd=false	AXEYUM_LRA_WARM_CUBE,MAX_TABLEAU_CELLS	fm-fallback-declined=1;lra_theory:no-model-reconstructed=1	219	0	7	6014	1	n/a	n/a	n/a
QF_LRA/LassoRanker/SV-COMP/LeeJonesBen-Amram-2001POPL-Ex5_true-termination.c_Iteration2_Loop_7-phaseTemplate.smt2	none	134	8581			0		0	0	0	0	0	0	0	0														
QF_LRA/LassoRanker/SV-COMP/Masse_true-termination.c_Iteration1_Loop_4-pieceTemplate.smt2	none	134	8681			0		0	0	0	0	0	0	0	0														
QF_LRA/LassoRanker/SV-COMP/NoriSharma-2013FSE-Fig8_true-termination.c_Iteration1_Loop_5-phaseTemplate.smt2	none	134	7786			0		0	0	0	0	0	0	0	0														
QF_LRA/LassoRanker/SV-COMP/TelAviv-Amir-Minimum_true-termination.c_Iteration1_Loop_4-pieceTemplate.smt2	unknown	0	25124	admission-screen	none	0		0	0	0	0	0	0	0	0					AXEYUM_LRA_WARM_CUBE									
QF_LRA/LassoRanker/SV-COMP/aviad_true-termination.c_Iteration1_Loop_4-nestedTemplate.smt2	unknown	0	25125	admission-screen	none	0		0	0	0	0	0	0	0	0					AXEYUM_LRA_WARM_CUBE									
QF_LRA/LassoRanker/SV-COMP/joey_false-termination.c_Iteration1_Loop_7-phaseTemplate.smt2	none	134	7582			0		0	0	0	0	0	0	0	0														
QF_LRA/LassoRanker/Ultimate/2013POPL-BenAmGen-Ex4.2.bpl_Iteration1_Lasso_4-pieceTemplate.smt2	unknown	0	24022	model-did-not-replay	none	1	no-model	1194	708	486	0	187	0	0	0				simplex-declined|deadline=true|wd=false	AXEYUM_LRA_WARM_CUBE,MAX_TABLEAU_CELLS	lra_theory:no-model-reconstructed=1;simplex-declined=1	14991	7323	365	2052864	3563	3563	1680	779264411
QF_LRA/LassoRanker/Ultimate/Braverman-2006CAV-Ex1-int.bpl_Iteration1_Lasso_6-phaseTemplate.smt2	unknown	0	24022	took	none	0		0	0	0	0	0	0	0	0					AXEYUM_LRA_WARM_CUBE,MAX_TABLEAU_CELLS		18853	3833	252	2364500	3776	3776	1376	999231434
QF_LRA/LassoRanker/Ultimate/Canberra.bpl_Iteration1_Lasso_6-phaseTemplate.smt2	none	134	8582			0		0	0	0	0	0	0	0	0														
QF_LRA/LassoRanker/Ultimate/Collatz.bpl_Iteration1_Loop_6-phaseTemplate.smt2	unknown	0	25124	admission-screen	none	0		0	0	0	0	0	0	0	0					AXEYUM_LRA_WARM_CUBE									
QF_LRA/LassoRanker/Ultimate/Gcd.bpl_Iteration1_Lasso_7-phaseTemplate.smt2	unknown	0	24324	model-did-not-replay	none	1	no-model	9103	4841	4262	0	0	0	0	0				fm-fallback-declined|deadline=false|wd=false	AXEYUM_LRA_WARM_CUBE,MAX_TABLEAU_CELLS	fm-fallback-declined=1;lra_theory:no-model-reconstructed=1	640	0	5	7800	1	n/a	n/a	n/a
QF_LRA/LassoRanker/Ultimate/Gcd_havoc.bpl_Iteration1_Lasso_6-phaseTemplate.smt2	unknown	0	24124	model-did-not-replay	none	1	no-model	4628	2282	2346	0	0	0	0	0				fm-fallback-declined|deadline=false|wd=false	AXEYUM_LRA_WARM_CUBE,MAX_TABLEAU_CELLS	fm-fallback-declined=1;lra_theory:no-model-reconstructed=1	112	0	2	3740	1	n/a	n/a	n/a
QF_LRA/LassoRanker/Ultimate/Lobnya-Boolean-Reordered.bpl_Iteration1_Lasso_7-phaseTemplate.smt2	unknown	0	24425	model-did-not-replay	none	1	no-model	8465	4810	3655	0	0	0	0	0				fm-fallback-declined|deadline=false|wd=false	AXEYUM_LRA_WARM_CUBE,MAX_TABLEAU_CELLS	fm-fallback-declined=1;lra_theory:no-model-reconstructed=1	408	0	5	7394	1	n/a	n/a	n/a
QF_LRA/LassoRanker/Ultimate/OpposedDisjuncts.bpl_Iteration1_Lasso_2-pieceTemplate.smt2	none	134	7585			0		0	0	0	0	0	0	0	0														
QF_LRA/LassoRanker/Ultimate/SyntaxSupportBooleans5.bpl_Iteration1_Loop_4-pieceTemplate.smt2	none	134	7385			0		0	0	0	0	0	0	0	0														
QF_LRA/LassoRanker/Ultimate/TelAviv-AmirMinimum.bpl_Iteration1_Loop_4-pieceTemplate.smt2	unknown	0	24324	admission-screen	none	0		0	0	0	0	0	0	0	0					AXEYUM_LRA_WARM_CUBE									
QF_LRA/LassoRanker/Ultimate/bound-scaled600.bpl_Iteration1_Loop_7-phaseTemplate.smt2	unknown	0	25124	not-probed	none	0		0	0	0	0	0	0	0	0														
QF_LRA/LassoRanker/Ultimate/simple-scaled200.bpl_Iteration1_Lasso_3-pieceTemplate.smt2	unknown	0	25123	admission-screen	none	0		0	0	0	0	0	0	0	0					AXEYUM_LRA_WARM_CUBE									
QF_LRA/LassoRanker/Ultimate/simple-scaled200.bpl_Iteration1_Lasso_7-nestedTemplate.smt2	unknown	0	24724	admission-screen	none	0		0	0	0	0	0	0	0	0					AXEYUM_LRA_WARM_CUBE									
QF_LRA/LassoRanker/Ultimate/simple-scaled250.bpl_Iteration1_Lasso_6-phaseTemplate.smt2	unknown	0	25122	admission-screen	none	0		0	0	0	0	0	0	0	0					AXEYUM_LRA_WARM_CUBE									
QF_LRA/LassoRanker/Ultimate/yPositive-SIscaled50.bpl_Iteration1_Loop_4-pieceTemplate.smt2	unknown	0	24524	model-did-not-replay	none	1	no-model	14931	4782	10149	0	0	0	0	0				fm-fallback-declined|deadline=false|wd=false	AXEYUM_LRA_WARM_CUBE,MAX_TABLEAU_CELLS	fm-fallback-declined=1;lra_theory:no-model-reconstructed=1	77	0	8	10546	1	n/a	n/a	n/a
QF_LRA/LassoRanker/Ultimate/yPositive-SIscaled75.bpl_Iteration1_Loop_7-phaseTemplate.smt2	unknown	0	25124	admission-screen	none	0		0	0	0	0	0	0	0	0					AXEYUM_LRA_WARM_CUBE									
QF_LRA/TM/p-driverlogNumeric_s7.smt2	sat	0	108	took	nra	1	replayed	234	1	233	0	106	1916	0	0					AXEYUM_LRA_WARM_CUBE,MAX_TABLEAU_CELLS		0	43	0	3570	205	205	467	0
QF_LRA/TM/p5-driverlogNumeric_s9.smt2	unsat	0	209	took	nra	0		0	0	0	0	0	0	0	0					AXEYUM_LRA_WARM_CUBE,MAX_TABLEAU_CELLS		0	0	3	4379	0	n/a	n/a	n/a
QF_LRA/TM/p7-driverlogNumeric_s8.smt2	unknown	0	24126	model-did-not-replay	none	1	no-model	1049	1	1048	0	512	0	0	0				fm-fallback-declined|deadline=true|wd=false	AXEYUM_LRA_WARM_CUBE,MAX_TABLEAU_CELLS	fm-fallback-declined=1;lra_theory:no-model-reconstructed=1	0	23788	7	9158	24	n/a	n/a	n/a
QF_LRA/clock_synchro/clocksynchro_2clocks.main_invar.base.smt2	unsat	0	2608	model-did-not-replay	nra	1	no-replay	150	91	59	0	20	1	1	0	false|disequality(eq-asserted-false)	disequality(eq-asserted-false)			AXEYUM_LRA_WARM_CUBE,MAX_TABLEAU_CELLS	lra_theory:model-built-but-does-not-replay=1	1	1	0	2098	30	30	209	72624
QF_LRA/clock_synchro/clocksynchro_4clocks.main_invar.base.smt2	unsat	0	907	model-did-not-replay	nra	1	no-replay	302	187	115	0	32	1	1	0	false|disequality(eq-asserted-false)	disequality(eq-asserted-false)			AXEYUM_LRA_WARM_CUBE,MAX_TABLEAU_CELLS	lra_theory:model-built-but-does-not-replay=1	9	3	1	8355	58	58	417	505620
QF_LRA/clock_synchro/clocksynchro_6clocks.main_invar.base.smt2	unsat	0	2208	model-did-not-replay	nra	1	no-replay	486	307	179	0	44	1	1	0	false|disequality(eq-asserted-false)	disequality(eq-asserted-false)			AXEYUM_LRA_WARM_CUBE,MAX_TABLEAU_CELLS	lra_theory:model-built-but-does-not-replay=1	32	7	2	19726	84	84	665	1705466
QF_LRA/clock_synchro/clocksynchro_8clocks.main_invar.base.smt2	unsat	0	4710	model-did-not-replay	nra	1	no-replay	702	451	251	0	56	1	1	0	false|disequality(eq-asserted-false)	disequality(eq-asserted-false)			AXEYUM_LRA_WARM_CUBE,MAX_TABLEAU_CELLS	lra_theory:model-built-but-does-not-replay=1	76	12	4	36095	110	110	953	4057984
QF_LRA/keymaera/bouncing-ball-inv-node1886.smt2	unsat	0	107	not-probed	dl-online	0		0	0	0	0	0	0	0	0							0	0	0	0	0	n/a	n/a	n/a
QF_LRA/keymaera/intersection-example-simple.proof-node634.smt2	unsat	0	107	not-probed	dl-online	0		0	0	0	0	0	0	0	0							0	0	0	0	0	n/a	n/a	n/a
QF_LRA/keymaera/water_tank-node23593.smt2	unsat	0	106	took	nra	0		0	0	0	0	0	0	0	0					AXEYUM_LRA_WARM_CUBE,MAX_TABLEAU_CELLS		0	0	0	0	0	0	7	0
QF_LRA/latendresse/ecoliFBAyicesTest-3875-4.smt2	unknown	0	24122	model-did-not-replay	none	1	no-model	4413	3415	998	0	0	0	0	0				fm-fallback-declined|deadline=false|wd=false	AXEYUM_LRA_WARM_CUBE,MAX_TABLEAU_CELLS	fm-fallback-declined=1;lra_theory:no-model-reconstructed=1	0	0	1	0	1	n/a	n/a	n/a
QF_LRA/latendresse/ecoliMILPglycerolYices3-50000.smt2	sat	0	11316	model-did-not-replay	nra	1	no-model	4699	3597	1102	0	52	0	0	0				fm-fallback-declined|deadline=false|wd=false	AXEYUM_LRA_WARM_CUBE,MAX_TABLEAU_CELLS	fm-fallback-declined=1;lra_theory:no-model-reconstructed=1	6	0	1	104	1	n/a	n/a	n/a
QF_LRA/meti-tarski/Arthan/1A/Arthan1A-chunk-0016.smt2	sat	0	108	took	nra	1	replayed	4	4	0	0	0	1	0	0					AXEYUM_LRA_WARM_CUBE,MAX_TABLEAU_CELLS		0	0	0	0	1	1	4	2
QF_LRA/meti-tarski/CMOS/CMOS-opamp-chunk-0016.smt2	sat	0	107	took	nra	1	replayed	6	6	0	0	0	1	0	0					AXEYUM_LRA_WARM_CUBE,MAX_TABLEAU_CELLS		0	0	0	0	1	1	6	4
